,entryflow,exitflow,transferflow,weekday,daytype,timeid,hour,dayid
2747,3113,2232,1294,7,1,47,17,37
2748,2637,2434,1359,7,1,48,17,37
2749,2997,2274,1453,7,1,49,17,37
2750,2527,2148,1351,7,1,50,18,37
2751,3277,2208,1408,7,1,51,18,37
2752,3432,2350,1431,7,1,52,18,37
2753,2718,2104,1506,7,1,53,18,37
2754,2286,2004,1312,7,1,54,19,37
2755,3154,1971,1045,7,1,55,19,37
2756,3885,1811,1150,7,1,56,19,37
2757,4093,1455,1054,7,1,57,19,37
2758,1983,1010,971,7,1,58,20,37
2759,1669,1059,931,7,1,59,20,37
2760,2089,1101,824,7,1,60,20,37
2761,2842,767,868,7,1,61,20,37
2762,2834,606,846,7,1,62,21,37
2763,4078,459,730,7,1,63,21,37
2764,3018,417,770,7,1,64,21,37
2765,1261,347,727,7,1,65,21,37
2766,2546,301,588,7,1,66,22,37
2767,2760,260,623,7,1,67,22,37
2768,1781,225,528,7,1,68,22,37
2769,862,128,333,7,1,69,22,37
2770,1035,102,369,7,1,70,23,37
2771,292,68,98,7,1,71,23,37
2772,116,61,21,7,1,72,23,37
2773,54,35,7,7,1,73,23,37
2774,6,0,0,1,1,1,5,38
2775,12,7,1,1,1,2,6,38
2776,9,5,8,1,1,3,6,38
2777,22,94,117,1,1,4,6,38
2778,50,585,224,1,1,5,6,38
2779,58,1095,291,1,1,6,7,38
2780,163,1851,645,1,1,7,7,38
2781,187,1797,1224,1,1,8,7,38
2782,260,1661,1799,1,1,9,7,38
2783,926,1699,2429,1,1,10,8,38
2784,1006,1747,2541,1,1,11,8,38
2785,821,1667,3212,1,1,12,8,38
2786,362,1903,2776,1,1,13,8,38
2787,499,2003,1637,1,1,14,9,38
2788,1038,2029,1601,1,1,15,9,38
2789,678,1777,1461,1,1,16,9,38
2790,1728,1978,1067,1,1,17,9,38
2791,442,2223,1007,1,1,18,10,38
2792,1770,1907,715,1,1,19,10,38
2793,1433,1673,669,1,1,20,10,38
2794,1086,1483,663,1,1,21,10,38
2795,968,1622,630,1,1,22,11,38
2796,1820,1320,650,1,1,23,11,38
2797,1601,1660,569,1,1,24,11,38
2798,1211,1632,481,1,1,25,11,38
2799,1765,1476,580,1,1,26,12,38
2800,2021,1386,526,1,1,27,12,38
2801,823,1271,589,1,1,28,12,38
2802,1104,1147,609,1,1,29,12,38
2803,734,1323,595,1,1,30,13,38
2804,1481,1534,703,1,1,31,13,38
2805,1526,1427,811,1,1,32,13,38
2806,1936,1496,723,1,1,33,13,38
2807,1397,1493,693,1,1,34,14,38
2808,909,1444,754,1,1,35,14,38
2809,1510,1522,623,1,1,36,14,38
2810,1308,1446,748,1,1,37,14,38
2811,1976,1561,605,1,1,38,15,38
2812,1911,1621,612,1,1,39,15,38
2813,1273,1556,691,1,1,40,15,38
2814,1502,1444,619,1,1,41,15,38
2815,2116,1367,632,1,1,42,16,38
2816,1402,1257,738,1,1,43,16,38
2817,762,1357,795,1,1,44,16,38
2818,1551,1394,752,1,1,45,16,38
2819,1671,1185,837,1,1,46,17,38
2820,1693,1177,934,1,1,47,17,38
2821,1277,1152,1141,1,1,48,17,38
2822,1863,1028,1673,1,1,49,17,38
2823,1680,1093,1787,1,1,50,18,38
2824,2007,1062,2298,1,1,51,18,38
2825,2542,1139,2421,1,1,52,18,38
2826,2279,1125,2727,1,1,53,18,38
2827,1885,1028,2123,1,1,54,19,38
2828,1005,985,1829,1,1,55,19,38
2829,2275,793,1223,1,1,56,19,38
2830,2140,685,1191,1,1,57,19,38
2831,825,516,930,1,1,58,20,38
2832,932,432,823,1,1,59,20,38
2833,1155,488,751,1,1,60,20,38
2834,1945,361,824,1,1,61,20,38
2835,1380,433,725,1,1,62,21,38
2836,1077,320,773,1,1,63,21,38
2837,1040,250,713,1,1,64,21,38
2838,589,248,631,1,1,65,21,38
2839,830,160,716,1,1,66,22,38
2840,1095,134,556,1,1,67,22,38
2841,986,117,459,1,1,68,22,38
2842,502,92,477,1,1,69,22,38
2843,200,114,295,1,1,70,23,38
2844,155,64,100,1,1,71,23,38
2845,83,46,46,1,1,72,23,38
2846,32,16,14,1,1,73,23,38
2847,1,0,0,2,0,1,5,39
2848,6,1,0,2,0,2,6,39
2849,18,3,8,2,0,3,6,39
2850,16,60,111,2,0,4,6,39
2851,32,399,206,2,0,5,6,39
2852,59,666,282,2,0,6,7,39
2853,83,1132,601,2,0,7,7,39
2854,166,1357,1168,2,0,8,7,39
2855,167,1418,1627,2,0,9,7,39
2856,578,1477,2374,2,0,10,8,39
2857,754,1649,2484,2,0,11,8,39
2858,545,1702,3178,2,0,12,8,39
2859,372,1829,2718,2,0,13,8,39
2860,563,1865,1614,2,0,14,9,39
2861,991,2019,1673,2,0,15,9,39
2862,606,1684,1582,2,0,16,9,39
2863,1524,1704,1098,2,0,17,9,39
2864,420,1775,1128,2,0,18,10,39
2865,974,1587,726,2,0,19,10,39
2866,1181,1458,650,2,0,20,10,39
2867,1744,1319,740,2,0,21,10,39
2868,1094,1508,617,2,0,22,11,39
2869,1624,1215,649,2,0,23,11,39
2870,1436,1437,635,2,0,24,11,39
2871,1401,1402,513,2,0,25,11,39
2872,1605,1504,655,2,0,26,12,39
2873,1200,1271,515,2,0,27,12,39
2874,937,1221,671,2,0,28,12,39
2875,1012,1019,685,2,0,29,12,39
2876,788,1228,656,2,0,30,13,39
2877,1037,1306,716,2,0,31,13,39
2878,903,1289,738,2,0,32,13,39
2879,1405,1377,679,2,0,33,13,39
2880,1559,1406,691,2,0,34,14,39
2881,938,1302,703,2,0,35,14,39
2882,1052,1344,631,2,0,36,14,39
2883,833,1475,761,2,0,37,14,39
2884,1899,1490,661,2,0,38,15,39
2885,1975,1530,577,2,0,39,15,39
2886,1286,1524,654,2,0,40,15,39
2887,1223,1494,621,2,0,41,15,39
2888,2001,1261,654,2,0,42,16,39
2889,2050,1156,753,2,0,43,16,39
2890,1064,1277,857,2,0,44,16,39
2891,1632,1276,768,2,0,45,16,39
2892,1271,1094,898,2,0,46,17,39
2893,1683,1129,1013,2,0,47,17,39
2894,1393,1189,1161,2,0,48,17,39
2895,2008,1106,1692,2,0,49,17,39
2896,1790,1137,1798,2,0,50,18,39
2897,2197,984,2315,2,0,51,18,39
2898,1595,1216,2535,2,0,52,18,39
2899,1837,1134,2477,2,0,53,18,39
2900,1301,994,1998,2,0,54,19,39
2901,1704,939,1707,2,0,55,19,39
2902,1548,825,1183,2,0,56,19,39
2903,2045,653,1166,2,0,57,19,39
2904,987,506,973,2,0,58,20,39
2905,598,339,881,2,0,59,20,39
2906,1093,377,748,2,0,60,20,39
2907,1348,337,920,2,0,61,20,39
2908,1256,284,766,2,0,62,21,39
2909,682,277,837,2,0,63,21,39
2910,894,335,775,2,0,64,21,39
2911,757,218,696,2,0,65,21,39
2912,934,220,740,2,0,66,22,39
2913,1128,157,555,2,0,67,22,39
2914,992,120,516,2,0,68,22,39
2915,298,85,512,2,0,69,22,39
2916,485,95,324,2,0,70,23,39
2917,244,56,119,2,0,71,23,39
2918,30,30,37,2,0,72,23,39
2919,15,11,13,2,0,73,23,39
2920,1,0,0,3,0,1,5,40
2921,7,4,0,3,0,2,6,40
2922,10,3,6,3,0,3,6,40
2923,21,54,91,3,0,4,6,40
2924,25,431,212,3,0,5,6,40
2925,54,683,252,3,0,6,7,40
2926,74,1168,587,3,0,7,7,40
2927,157,1283,1153,3,0,8,7,40
2928,144,1314,1713,3,0,9,7,40
2929,438,1511,2317,3,0,10,8,40
2930,776,1550,2572,3,0,11,8,40
2931,554,1591,3266,3,0,12,8,40
2932,362,1688,2967,3,0,13,8,40
2933,511,2040,1740,3,0,14,9,40
2934,929,2124,1714,3,0,15,9,40
2935,555,1726,1629,3,0,16,9,40
2936,1557,1749,1116,3,0,17,9,40
2937,508,1633,1042,3,0,18,10,40
2938,875,1687,770,3,0,19,10,40
2939,1296,1486,643,3,0,20,10,40
2940,1818,1501,734,3,0,21,10,40
2941,976,1321,574,3,0,22,11,40
2942,1603,1241,619,3,0,23,11,40
2943,1375,1440,617,3,0,24,11,40
2944,1567,1501,456,3,0,25,11,40
2945,1955,1345,638,3,0,26,12,40
2946,967,1306,578,3,0,27,12,40
2947,714,1139,566,3,0,28,12,40
2948,978,953,675,3,0,29,12,40
2949,788,1155,658,3,0,30,13,40
2950,1103,1352,649,3,0,31,13,40
2951,894,1328,715,3,0,32,13,40
2952,1293,1342,664,3,0,33,13,40
2953,1790,1468,651,3,0,34,14,40
2954,1074,1285,770,3,0,35,14,40
2955,1173,1353,617,3,0,36,14,40
2956,985,1302,654,3,0,37,14,40
2957,1970,1451,623,3,0,38,15,40
2958,1908,1523,614,3,0,39,15,40
2959,1183,1383,616,3,0,40,15,40
2960,1065,1464,583,3,0,41,15,40
2961,2168,1213,639,3,0,42,16,40
2962,2207,1104,818,3,0,43,16,40
2963,1155,1272,806,3,0,44,16,40
2964,1360,1319,812,3,0,45,16,40
2965,1520,1105,974,3,0,46,17,40
2966,1842,1155,948,3,0,47,17,40
2967,1322,1300,1163,3,0,48,17,40
2968,2113,1038,1639,3,0,49,17,40
2969,1613,1113,1811,3,0,50,18,40
2970,2135,951,2339,3,0,51,18,40
2971,1751,1259,2459,3,0,52,18,40
2972,2117,1133,2581,3,0,53,18,40
2973,1349,957,1961,3,0,54,19,40
2974,1946,945,1624,3,0,55,19,40
2975,1856,750,1093,3,0,56,19,40
2976,1667,563,1201,3,0,57,19,40
2977,1099,461,858,3,0,58,20,40
2978,550,335,863,3,0,59,20,40
2979,1152,357,758,3,0,60,20,40
2980,1384,260,968,3,0,61,20,40
2981,1330,256,744,3,0,62,21,40
2982,859,232,767,3,0,63,21,40
2983,825,235,799,3,0,64,21,40
2984,534,191,673,3,0,65,21,40
2985,1025,137,735,3,0,66,22,40
2986,1048,147,561,3,0,67,22,40
2987,878,142,503,3,0,68,22,40
2988,290,93,474,3,0,69,22,40
2989,471,83,288,3,0,70,23,40
2990,181,33,122,3,0,71,23,40
2991,54,32,36,3,0,72,23,40
2992,10,24,19,3,0,73,23,40
2993,4,0,0,4,0,1,5,41
2994,6,6,0,4,0,2,6,41
2995,18,8,2,4,0,3,6,41
2996,19,52,94,4,0,4,6,41
2997,14,394,208,4,0,5,6,41
2998,51,633,283,4,0,6,7,41
2999,88,1074,581,4,0,7,7,41
3000,136,1143,1145,4,0,8,7,41
3001,136,1346,1707,4,0,9,7,41
3002,573,1376,2336,4,0,10,8,41
3003,669,1510,2576,4,0,11,8,41
3004,538,1660,3208,4,0,12,8,41
3005,383,1790,2881,4,0,13,8,41
3006,341,1758,1671,4,0,14,9,41
3007,976,2089,1621,4,0,15,9,41
3008,521,1600,1591,4,0,16,9,41
3009,1595,1654,1052,4,0,17,9,41
3010,417,1606,957,4,0,18,10,41
3011,886,1539,783,4,0,19,10,41
3012,1185,1397,682,4,0,20,10,41
3013,1803,1220,679,4,0,21,10,41
3014,879,1321,576,4,0,22,11,41
3015,1562,1227,637,4,0,23,11,41
3016,1315,1434,600,4,0,24,11,41
3017,1488,1413,438,4,0,25,11,41
3018,1784,1332,648,4,0,26,12,41
3019,1117,1383,549,4,0,27,12,41
3020,685,1192,601,4,0,28,12,41
3021,949,1056,715,4,0,29,12,41
3022,850,1142,670,4,0,30,13,41
3023,1042,1302,686,4,0,31,13,41
3024,974,1278,681,4,0,32,13,41
3025,1214,1351,713,4,0,33,13,41
3026,1591,1306,623,4,0,34,14,41
3027,906,1240,646,4,0,35,14,41
3028,1034,1337,616,4,0,36,14,41
3029,883,1335,676,4,0,37,14,41
3030,1892,1383,579,4,0,38,15,41
3031,2034,1483,603,4,0,39,15,41
3032,1195,1543,691,4,0,40,15,41
3033,1543,1399,621,4,0,41,15,41
3034,1795,1211,619,4,0,42,16,41
3035,2075,1184,745,4,0,43,16,41
3036,1112,1226,747,4,0,44,16,41
3037,1507,1236,716,4,0,45,16,41
3038,1284,1146,869,4,0,46,17,41
3039,1784,1214,949,4,0,47,17,41
3040,1288,1225,1065,4,0,48,17,41
3041,2044,1045,1598,4,0,49,17,41
3042,1802,1031,1694,4,0,50,18,41
3043,2170,1124,2211,4,0,51,18,41
3044,1658,1311,2395,4,0,52,18,41
3045,2077,1151,2475,4,0,53,18,41
3046,1401,1119,1978,4,0,54,19,41
3047,1962,940,1488,4,0,55,19,41
3048,2171,919,1110,4,0,56,19,41
3049,2220,623,1118,4,0,57,19,41
3050,803,480,881,4,0,58,20,41
3051,615,366,894,4,0,59,20,41
3052,1224,379,702,4,0,60,20,41
3053,1447,329,907,4,0,61,20,41
3054,1468,298,738,4,0,62,21,41
3055,981,271,736,4,0,63,21,41
3056,967,306,821,4,0,64,21,41
3057,354,219,680,4,0,65,21,41
3058,1102,156,722,4,0,66,22,41
3059,1079,185,593,4,0,67,22,41
3060,968,146,531,4,0,68,22,41
3061,140,96,548,4,0,69,22,41
3062,673,101,317,4,0,70,23,41
3063,327,65,116,4,0,71,23,41
3064,54,51,40,4,0,72,23,41
3065,4,12,7,4,0,73,23,41
3066,6,0,0,5,0,1,5,42
3067,10,3,1,5,0,2,6,42
3068,11,6,10,5,0,3,6,42
3069,18,59,80,5,0,4,6,42
3070,38,435,204,5,0,5,6,42
3071,51,602,263,5,0,6,7,42
3072,73,1026,533,5,0,7,7,42
3073,127,1322,1091,5,0,8,7,42
3074,142,1113,1592,5,0,9,7,42
3075,562,1367,2141,5,0,10,8,42
3076,781,1486,2484,5,0,11,8,42
3077,597,1456,3178,5,0,12,8,42
3078,347,1787,2946,5,0,13,8,42
3079,484,1769,1744,5,0,14,9,42
3080,945,2068,1706,5,0,15,9,42
3081,545,1689,1628,5,0,16,9,42
3082,1249,1798,1050,5,0,17,9,42
3083,793,1717,1031,5,0,18,10,42
3084,904,1598,698,5,0,19,10,42
3085,1226,1608,680,5,0,20,10,42
3086,1761,1317,664,5,0,21,10,42
3087,1140,1622,593,5,0,22,11,42
3088,1710,1378,621,5,0,23,11,42
3089,1404,1752,673,5,0,24,11,42
3090,1597,1763,491,5,0,25,11,42
3091,2063,1596,651,5,0,26,12,42
3092,1678,1507,563,5,0,27,12,42
3093,939,1459,640,5,0,28,12,42
3094,1215,1459,793,5,0,29,12,42
3095,929,1639,743,5,0,30,13,42
3096,1479,1893,759,5,0,31,13,42
3097,991,2145,818,5,0,32,13,42
3098,1770,2194,792,5,0,33,13,42
3099,2308,2043,772,5,0,34,14,42
3100,1680,1961,818,5,0,35,14,42
3101,1758,2079,781,5,0,36,14,42
3102,1495,2229,761,5,0,37,14,42
3103,2565,2254,770,5,0,38,15,42
3104,2397,2325,777,5,0,39,15,42
3105,2009,2133,840,5,0,40,15,42
3106,2378,2122,788,5,0,41,15,42
3107,2060,1940,833,5,0,42,16,42
3108,2907,1774,1029,5,0,43,16,42
3109,1563,2311,1087,5,0,44,16,42
3110,2238,2173,1135,5,0,45,16,42
3111,2252,1996,1181,5,0,46,17,42
3112,2784,2393,1373,5,0,47,17,42
3113,2101,2606,1444,5,0,48,17,42
3114,2981,2494,1909,5,0,49,17,42
3115,2705,2807,1882,5,0,50,18,42
3116,3126,2830,2542,5,0,51,18,42
3117,2720,3313,2779,5,0,52,18,42
3118,2445,3057,2863,5,0,53,18,42
3119,2468,2810,2404,5,0,54,19,42
3120,3938,2388,1948,5,0,55,19,42
3121,3550,1910,1512,5,0,56,19,42
3122,3675,1453,1327,5,0,57,19,42
3123,1880,1065,1168,5,0,58,20,42
3124,1100,838,1050,5,0,59,20,42
3125,1697,751,811,5,0,60,20,42
3126,2600,651,951,5,0,61,20,42
3127,2699,671,837,5,0,62,21,42
3128,2183,470,864,5,0,63,21,42
3129,2164,492,913,5,0,64,21,42
3130,963,373,787,5,0,65,21,42
3131,1508,307,963,5,0,66,22,42
3132,1795,273,731,5,0,67,22,42
3133,1389,225,683,5,0,68,22,42
3134,844,165,604,5,0,69,22,42
3135,926,131,452,5,0,70,23,42
3136,430,119,190,5,0,71,23,42
3137,93,78,62,5,0,72,23,42
3138,15,28,13,5,0,73,23,42
3139,1,0,0,6,0,1,5,43
3140,14,5,0,6,0,2,6,43
3141,13,2,10,6,0,3,6,43
3142,28,87,82,6,0,4,6,43
3143,21,434,158,6,0,5,6,43
3144,42,909,196,6,0,6,7,43
3145,71,1187,330,6,0,7,7,43
3146,92,1409,422,6,0,8,7,43
3147,116,1369,578,6,0,9,7,43
3148,414,1609,835,6,0,10,8,43
3149,619,1555,999,6,0,11,8,43
3150,516,1943,1264,6,0,12,8,43
3151,408,2142,1182,6,0,13,8,43
3152,396,2226,893,6,0,14,9,43
3153,834,2175,1054,6,0,15,9,43
3154,509,2213,995,6,0,16,9,43
3155,1593,1971,941,6,0,17,9,43
3156,681,2197,868,6,0,18,10,43
3157,1176,1843,748,6,0,19,10,43
3158,1719,2001,864,6,0,20,10,43
3159,2475,1908,842,6,0,21,10,43
3160,1390,1720,764,6,0,22,11,43
3161,1789,1659,806,6,0,23,11,43
3162,1843,1502,756,6,0,24,11,43
3163,1518,1564,800,6,0,25,11,43
3164,2432,1499,803,6,0,26,12,43
3165,1533,1370,757,6,0,27,12,43
3166,1047,1220,801,6,0,28,12,43
3167,1213,1272,888,6,0,29,12,43
3168,922,1473,859,6,0,30,13,43
3169,1390,1517,1027,6,0,31,13,43
3170,968,1529,914,6,0,32,13,43
3171,1381,1554,1070,6,0,33,13,43
3172,1823,1612,945,6,0,34,14,43
3173,1306,1499,1049,6,0,35,14,43
3174,1338,1613,966,6,0,36,14,43
3175,1091,1652,887,6,0,37,14,43
3176,2126,1712,938,6,0,38,15,43
3177,2177,1994,811,6,0,39,15,43
3178,1698,1592,923,6,0,40,15,43
3179,1418,1693,754,6,0,41,15,43
3180,2057,1349,884,6,0,42,16,43
3181,1919,1234,854,6,0,43,16,43
3182,1240,1479,933,6,0,44,16,43
3183,1585,1350,861,6,0,45,16,43
3184,1700,1270,931,6,0,46,17,43
3185,1884,1334,953,6,0,47,17,43
3186,1418,1360,1137,6,0,48,17,43
3187,1826,1286,1212,6,0,49,17,43
3188,1592,1173,1308,6,0,50,18,43
3189,1825,1139,1653,6,0,51,18,43
3190,1298,1380,1711,6,0,52,18,43
3191,1889,1303,1719,6,0,53,18,43
3192,1293,1378,1440,6,0,54,19,43
3193,1522,1134,1021,6,0,55,19,43
3194,1907,1091,1141,6,0,56,19,43
3195,1810,817,968,6,0,57,19,43
3196,896,659,900,6,0,58,20,43
3197,685,458,861,6,0,59,20,43
3198,1337,472,795,6,0,60,20,43
3199,1278,330,837,6,0,61,20,43
3200,1359,405,866,6,0,62,21,43
3201,882,383,782,6,0,63,21,43
3202,992,356,853,6,0,64,21,43
3203,592,377,690,6,0,65,21,43
3204,1192,192,700,6,0,66,22,43
3205,1024,247,772,6,0,67,22,43
3206,664,176,675,6,0,68,22,43
3207,304,141,497,6,0,69,22,43
3208,550,123,508,6,0,70,23,43
3209,191,77,212,6,0,71,23,43
3210,74,55,77,6,0,72,23,43
3211,7,34,15,6,0,73,23,43
3212,4,0,0,7,1,1,5,44
3213,9,0,0,7,1,2,6,44
3214,11,3,4,7,1,3,6,44
3215,15,49,86,7,1,4,6,44
3216,45,398,152,7,1,5,6,44
3217,44,712,174,7,1,6,7,44
3218,71,830,313,7,1,7,7,44
3219,128,1098,371,7,1,8,7,44
3220,88,1071,458,7,1,9,7,44
3221,351,1157,673,7,1,10,8,44
3222,551,1251,703,7,1,11,8,44
3223,423,1268,1027,7,1,12,8,44
3224,349,1617,923,7,1,13,8,44
3225,393,1664,717,7,1,14,9,44
3226,712,1696,913,7,1,15,9,44
3227,507,1634,883,7,1,16,9,44
3228,974,1632,939,7,1,17,9,44
3229,825,1669,792,7,1,18,10,44
3230,1083,1541,703,7,1,19,10,44
3231,1145,1641,853,7,1,20,10,44
3232,1779,1521,875,7,1,21,10,44
3233,946,1478,765,7,1,22,11,44
3234,1421,1563,770,7,1,23,11,44
3235,1041,1736,734,7,1,24,11,44
3236,1394,1629,858,7,1,25,11,44
3237,1616,1752,797,7,1,26,12,44
3238,999,1691,889,7,1,27,12,44
3239,854,1465,698,7,1,28,12,44
3240,1004,1610,783,7,1,29,12,44
3241,1114,1883,708,7,1,30,13,44
3242,1708,2008,900,7,1,31,13,44
3243,1353,2111,870,7,1,32,13,44
3244,1421,2195,1025,7,1,33,13,44
3245,2027,2230,980,7,1,34,14,44
3246,2242,2139,1032,7,1,35,14,44
3247,1645,2393,1059,7,1,36,14,44
3248,1567,2680,920,7,1,37,14,44
3249,2552,2498,1176,7,1,38,15,44
3250,2884,2763,967,7,1,39,15,44
3251,2163,2585,1060,7,1,40,15,44
3252,1833,2473,965,7,1,41,15,44
3253,2017,2456,1095,7,1,42,16,44
3254,2779,2411,1068,7,1,43,16,44
3255,1714,2703,1232,7,1,44,16,44
3256,2197,2535,1117,7,1,45,16,44
3257,3047,2150,1132,7,1,46,17,44
3258,2324,2161,1114,7,1,47,17,44
3259,2296,2103,1351,7,1,48,17,44
3260,2622,2168,1288,7,1,49,17,44
3261,2569,1817,1221,7,1,50,18,44
3262,2221,1934,1188,7,1,51,18,44
3263,2967,2271,1314,7,1,52,18,44
3264,2434,2044,1328,7,1,53,18,44
3265,2241,1857,1206,7,1,54,19,44
3266,3168,1940,928,7,1,55,19,44
3267,2381,1631,1019,7,1,56,19,44
3268,3999,1257,967,7,1,57,19,44
3269,2604,952,963,7,1,58,20,44
3270,1038,854,904,7,1,59,20,44
3271,1555,838,754,7,1,60,20,44
3272,2517,531,778,7,1,61,20,44
3273,2588,560,765,7,1,62,21,44
3274,2549,485,628,7,1,63,21,44
3275,2360,432,665,7,1,64,21,44
3276,1841,308,654,7,1,65,21,44
3277,2499,304,575,7,1,66,22,44
3278,2549,246,579,7,1,67,22,44
3279,1950,210,533,7,1,68,22,44
3280,380,128,363,7,1,69,22,44
3281,1095,107,425,7,1,70,23,44
3282,434,78,111,7,1,71,23,44
3283,86,57,27,7,1,72,23,44
3284,35,17,6,7,1,73,23,44
3285,5,0,0,1,1,1,5,45
3286,6,3,0,1,1,2,6,45
3287,17,3,4,1,1,3,6,45
3288,22,89,126,1,1,4,6,45
3289,59,626,229,1,1,5,6,45
3290,59,1133,275,1,1,6,7,45
3291,110,1842,615,1,1,7,7,45
3292,213,1696,1248,1,1,8,7,45
3293,178,1716,1893,1,1,9,7,45
3294,720,1777,2503,1,1,10,8,45
3295,1350,1810,2764,1,1,11,8,45
3296,859,2040,3350,1,1,12,8,45
3297,373,2184,2960,1,1,13,8,45
3298,642,2386,1780,1,1,14,9,45
3299,1173,2329,1609,1,1,15,9,45
3300,584,2050,1534,1,1,16,9,45
3301,1242,2166,974,1,1,17,9,45
3302,802,1881,995,1,1,18,10,45
3303,991,1755,705,1,1,19,10,45
3304,1364,1624,658,1,1,20,10,45
3305,2027,1486,700,1,1,21,10,45
3306,1009,1560,534,1,1,22,11,45
3307,1508,1497,587,1,1,23,11,45
3308,1747,1642,631,1,1,24,11,45
3309,1832,1704,489,1,1,25,11,45
3310,2068,1452,587,1,1,26,12,45
3311,1077,1461,523,1,1,27,12,45
3312,677,1346,588,1,1,28,12,45
3313,792,1260,730,1,1,29,12,45
3314,794,1452,617,1,1,30,13,45
3315,1161,1411,652,1,1,31,13,45
3316,965,1258,760,1,1,32,13,45
3317,1524,1388,646,1,1,33,13,45
3318,1565,1367,688,1,1,34,14,45
3319,1216,1354,681,1,1,35,14,45
3320,1147,1370,634,1,1,36,14,45
3321,854,1320,675,1,1,37,14,45
3322,1894,1550,589,1,1,38,15,45
3323,2211,1636,568,1,1,39,15,45
3324,1380,1526,745,1,1,40,15,45
3325,753,1489,600,1,1,41,15,45
3326,1952,1356,590,1,1,42,16,45
3327,2096,1306,700,1,1,43,16,45
3328,1358,1384,701,1,1,44,16,45
3329,1132,1342,699,1,1,45,16,45
3330,1549,1202,848,1,1,46,17,45
3331,1740,1230,878,1,1,47,17,45
3332,1195,1170,1156,1,1,48,17,45
3333,1824,1038,1685,1,1,49,17,45
3334,1784,939,1693,1,1,50,18,45
3335,1746,1042,2234,1,1,51,18,45
3336,1579,1052,2379,1,1,52,18,45
3337,1662,1057,2538,1,1,53,18,45
3338,1242,1085,2035,1,1,54,19,45
3339,1219,944,1609,1,1,55,19,45
3340,1528,822,1155,1,1,56,19,45
3341,1838,674,1138,1,1,57,19,45
3342,1497,466,949,1,1,58,20,45
3343,599,327,839,1,1,59,20,45
3344,1074,442,724,1,1,60,20,45
3345,1439,307,785,1,1,61,20,45
3346,1243,328,628,1,1,62,21,45
3347,940,274,721,1,1,63,21,45
3348,1087,273,720,1,1,64,21,45
3349,447,247,642,1,1,65,21,45
3350,1118,164,642,1,1,66,22,45
3351,903,135,490,1,1,67,22,45
3352,721,138,501,1,1,68,22,45
3353,353,88,464,1,1,69,22,45
3354,398,83,327,1,1,70,23,45
3355,147,51,80,1,1,71,23,45
3356,52,26,22,1,1,72,23,45
3357,7,12,7,1,1,73,23,45
3358,2,0,0,2,0,1,5,46
3359,3,3,0,2,0,2,6,46
3360,18,9,2,2,0,3,6,46
3361,18,68,103,2,0,4,6,46
3362,32,473,194,2,0,5,6,46
3363,40,834,264,2,0,6,7,46
3364,101,1216,551,2,0,7,7,46
3365,133,1471,1139,2,0,8,7,46
3366,181,1372,1744,2,0,9,7,46
3367,601,1554,2381,2,0,10,8,46
3368,811,1600,2755,2,0,11,8,46
3369,583,1731,3439,2,0,12,8,46
3370,411,2063,2820,2,0,13,8,46
3371,496,2087,1663,2,0,14,9,46
3372,1005,2226,1683,2,0,15,9,46
3373,492,1820,1586,2,0,16,9,46
3374,1398,1787,1012,2,0,17,9,46
3375,458,1604,1016,2,0,18,10,46
3376,820,1555,740,2,0,19,10,46
3377,1228,1418,747,2,0,20,10,46
3378,1737,1383,650,2,0,21,10,46
3379,776,1464,604,2,0,22,11,46
3380,1210,1327,622,2,0,23,11,46
3381,1238,1512,674,2,0,24,11,46
3382,1179,1513,450,2,0,25,11,46
3383,2096,1388,606,2,0,26,12,46
3384,1159,1309,561,2,0,27,12,46
3385,659,1272,580,2,0,28,12,46
3386,764,1182,643,2,0,29,12,46
3387,933,1427,581,2,0,30,13,46
3388,1284,1353,660,2,0,31,13,46
3389,934,1336,774,2,0,32,13,46
3390,1265,1413,620,2,0,33,13,46
3391,1787,1371,662,2,0,34,14,46
3392,1046,1356,623,2,0,35,14,46
3393,1062,1461,624,2,0,36,14,46
3394,759,1406,621,2,0,37,14,46
3395,1967,1430,606,2,0,38,15,46
3396,2150,1542,612,2,0,39,15,46
3397,1414,1595,703,2,0,40,15,46
3398,686,1411,605,2,0,41,15,46
3399,2495,1460,630,2,0,42,16,46
3400,2231,1277,654,2,0,43,16,46
3401,1093,1440,729,2,0,44,16,46
3402,1537,1337,717,2,0,45,16,46
3403,1264,1218,797,2,0,46,17,46
3404,1723,1252,889,2,0,47,17,46
3405,1234,1234,1104,2,0,48,17,46
3406,2008,1074,1781,2,0,49,17,46
3407,1892,1038,1628,2,0,50,18,46
3408,1784,943,2206,2,0,51,18,46
3409,1564,1132,2278,2,0,52,18,46
3410,1643,947,2366,2,0,53,18,46
3411,1277,996,1911,2,0,54,19,46
3412,1739,925,1560,2,0,55,19,46
3413,1817,779,1147,2,0,56,19,46
3414,1889,581,1088,2,0,57,19,46
3415,882,433,976,2,0,58,20,46
3416,595,341,809,2,0,59,20,46
3417,1142,359,718,2,0,60,20,46
3418,1361,302,856,2,0,61,20,46
3419,1333,353,697,2,0,62,21,46
3420,1044,249,777,2,0,63,21,46
3421,1094,259,667,2,0,64,21,46
3422,424,183,588,2,0,65,21,46
3423,969,153,697,2,0,66,22,46
3424,725,152,414,2,0,67,22,46
3425,568,129,315,2,0,68,22,46
3426,258,66,275,2,0,69,22,46
